,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0053,0.127,0.042,0.967,-0.245,0.256
mkt-rf,1.01,0.03,33.41,0.0,0.95,1.07
FX Factor,-7.372e-05,0.005,-0.016,0.987,-0.009,0.009
