,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0681,0.065,-1.046,0.296,-0.196,0.06
mkt-rf,1.0085,0.01,96.932,0.0,0.988,1.029
FX Factor,0.0026,0.003,1.028,0.305,-0.002,0.008
