,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3219,0.153,-2.1,0.037,-0.624,-0.02
mkt-rf,0.9833,0.025,39.24,0.0,0.934,1.033
FX Factor,0.0101,0.005,2.046,0.042,0.0,0.02
