,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0605,0.065,0.933,0.352,-0.067,0.188
mkt-rf,0.988,0.01,95.345,0.0,0.968,1.008
FX Factor,-0.0025,0.003,-0.985,0.326,-0.008,0.003
