,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0902,0.088,-1.02,0.309,-0.264,0.084
mkt-rf,1.0136,0.014,71.766,0.0,0.986,1.041
FX Factor,0.0035,0.003,1.009,0.314,-0.003,0.01
