,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0365,0.1,0.365,0.715,-0.161,0.234
mkt-rf,1.0004,0.024,42.034,0.0,0.954,1.047
FX Factor,-0.0013,0.004,-0.339,0.735,-0.009,0.006
