,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0946,0.087,-1.086,0.278,-0.266,0.077
mkt-rf,1.0118,0.014,72.706,0.0,0.984,1.039
FX Factor,0.0037,0.003,1.066,0.288,-0.003,0.01
