,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1039,0.082,1.268,0.206,-0.057,0.265
mkt-rf,0.9742,0.019,49.996,0.0,0.936,1.013
FX Factor,-0.0039,0.003,-1.285,0.2,-0.01,0.002
