,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0187,0.106,-0.177,0.86,-0.227,0.19
mkt-rf,0.9774,0.017,56.592,0.0,0.943,1.011
FX Factor,8.325e-05,0.003,0.024,0.981,-0.007,0.007
