,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0278,0.065,0.429,0.668,-0.1,0.155
mkt-rf,0.9994,0.01,96.525,0.0,0.979,1.02
FX Factor,-0.001,0.003,-0.383,0.702,-0.006,0.004
