,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0707,0.098,0.725,0.469,-0.122,0.263
mkt-rf,0.9556,0.023,41.166,0.0,0.91,1.001
FX Factor,-0.0031,0.004,-0.848,0.397,-0.01,0.004
