,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0469,0.107,0.438,0.662,-0.164,0.258
mkt-rf,0.9729,0.025,38.193,0.0,0.923,1.023
FX Factor,-0.002,0.004,-0.505,0.614,-0.01,0.006
