,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1452,0.114,-1.27,0.205,-0.37,0.08
mkt-rf,1.0014,0.019,53.59,0.0,0.965,1.038
FX Factor,0.0047,0.004,1.274,0.204,-0.003,0.012
