,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0084,0.047,-0.18,0.857,-0.101,0.084
mkt-rf,1.0029,0.007,133.838,0.0,0.988,1.018
FX Factor,0.0004,0.002,0.226,0.822,-0.003,0.004
