,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.118,0.066,-1.802,0.073,-0.247,0.011
mkt-rf,1.0141,0.01,96.86,0.0,0.993,1.035
FX Factor,0.0045,0.003,1.739,0.083,-0.001,0.01
