,coef,std err,t,P>|t|,[0.025,0.975]
const,0.241,0.276,0.874,0.383,-0.302,0.784
mkt-rf,1.0178,0.024,42.109,0.0,0.97,1.065
FX Factor,-0.0083,0.01,-0.852,0.395,-0.027,0.011
