,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1412,0.108,-1.313,0.191,-0.353,0.071
mkt-rf,0.9839,0.009,104.331,0.0,0.965,1.002
FX Factor,0.0048,0.004,1.255,0.211,-0.003,0.012
