,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1529,0.12,1.275,0.204,-0.083,0.389
mkt-rf,0.9442,0.029,33.085,0.0,0.888,1.0
FX Factor,-0.006,0.004,-1.35,0.178,-0.015,0.003
