,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0844,0.187,0.451,0.652,-0.284,0.453
mkt-rf,1.005,0.016,61.282,0.0,0.973,1.037
FX Factor,-0.0029,0.007,-0.44,0.661,-0.016,0.01
