,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1431,0.067,-2.121,0.035,-0.276,-0.01
mkt-rf,1.0211,0.011,94.715,0.0,1.0,1.042
FX Factor,0.0057,0.003,2.128,0.034,0.0,0.011
