,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2012,0.244,-0.825,0.41,-0.682,0.279
mkt-rf,0.931,0.021,43.56,0.0,0.889,0.973
FX Factor,0.0062,0.009,0.724,0.47,-0.011,0.023
