,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0037,0.15,0.025,0.98,-0.291,0.299
mkt-rf,0.9895,0.013,75.354,0.0,0.964,1.015
FX Factor,-0.0003,0.005,-0.063,0.95,-0.011,0.01
