,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0728,0.062,1.178,0.24,-0.049,0.194
mkt-rf,0.9724,0.015,66.163,0.0,0.943,1.001
FX Factor,-0.0029,0.002,-1.264,0.207,-0.007,0.002
