,coef,std err,t,P>|t|,[0.025,0.975]
const,-1.202,0.326,-3.687,0.0,-1.844,-0.56
mkt-rf,0.9582,0.029,33.54,0.0,0.902,1.014
FX Factor,0.0425,0.012,3.688,0.0,0.02,0.065
