,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0776,0.119,0.651,0.515,-0.157,0.312
mkt-rf,0.9911,0.028,34.989,0.0,0.935,1.047
FX Factor,-0.0027,0.004,-0.623,0.534,-0.011,0.006
