,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0378,0.065,-0.58,0.562,-0.166,0.09
mkt-rf,1.0019,0.011,94.246,0.0,0.981,1.023
FX Factor,0.0013,0.002,0.596,0.551,-0.003,0.005
