,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0054,0.086,-0.063,0.95,-0.176,0.165
mkt-rf,0.9993,0.021,48.657,0.0,0.959,1.04
FX Factor,0.0001,0.003,0.033,0.974,-0.006,0.006
