,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0583,0.158,-0.369,0.712,-0.37,0.253
mkt-rf,0.986,0.026,38.152,0.0,0.935,1.037
FX Factor,0.0015,0.005,0.302,0.763,-0.009,0.012
