,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0191,0.126,0.151,0.88,-0.229,0.267
mkt-rf,0.986,0.011,89.444,0.0,0.964,1.008
FX Factor,-0.001,0.004,-0.215,0.83,-0.01,0.008
