,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0964,0.108,0.895,0.372,-0.116,0.309
mkt-rf,0.9834,0.017,57.145,0.0,0.95,1.017
FX Factor,-0.0039,0.004,-0.92,0.358,-0.012,0.004
