,coef,std err,t,P>|t|,[0.025,0.975]
const,0.057,0.087,0.659,0.51,-0.113,0.227
mkt-rf,1.0107,0.008,133.284,0.0,0.996,1.026
FX Factor,-0.0019,0.003,-0.618,0.537,-0.008,0.004
