,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.111,0.117,-0.951,0.342,-0.341,0.119
mkt-rf,0.9557,0.019,50.104,0.0,0.918,0.993
FX Factor,0.0025,0.004,0.667,0.506,-0.005,0.01
