,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0232,0.061,-0.378,0.706,-0.144,0.098
mkt-rf,0.9884,0.01,98.703,0.0,0.969,1.008
FX Factor,0.0004,0.002,0.22,0.826,-0.003,0.004
