,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0587,0.142,0.414,0.679,-0.22,0.338
mkt-rf,0.9981,0.034,29.605,0.0,0.932,1.065
FX Factor,-0.002,0.005,-0.382,0.703,-0.012,0.008
