,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0268,0.097,-0.276,0.783,-0.218,0.165
mkt-rf,1.0027,0.016,64.506,0.0,0.972,1.033
FX Factor,0.0011,0.004,0.276,0.783,-0.007,0.009
