,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0553,0.22,0.251,0.802,-0.378,0.489
mkt-rf,0.9649,0.019,50.021,0.0,0.927,1.003
FX Factor,-0.0025,0.008,-0.326,0.745,-0.018,0.013
