,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0502,0.194,-0.259,0.796,-0.433,0.332
mkt-rf,0.9893,0.017,58.127,0.0,0.956,1.023
FX Factor,0.0016,0.007,0.235,0.815,-0.012,0.015
