,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1568,0.091,1.721,0.087,-0.023,0.336
mkt-rf,0.9848,0.011,91.95,0.0,0.964,1.006
FX Factor,-0.006,0.003,-1.729,0.085,-0.013,0.001
