,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0895,0.105,-0.856,0.393,-0.296,0.117
mkt-rf,0.9936,0.017,58.128,0.0,0.96,1.027
FX Factor,0.0027,0.003,0.809,0.419,-0.004,0.009
