,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1461,0.158,-0.924,0.356,-0.458,0.165
mkt-rf,1.0182,0.038,27.074,0.0,0.944,1.092
FX Factor,0.0052,0.006,0.89,0.374,-0.006,0.017
