,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0472,0.114,-0.414,0.679,-0.272,0.177
mkt-rf,1.0262,0.027,37.841,0.0,0.973,1.08
FX Factor,0.0019,0.004,0.463,0.644,-0.006,0.01
