,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2421,0.143,-1.694,0.092,-0.524,0.04
mkt-rf,1.0134,0.023,43.379,0.0,0.967,1.059
FX Factor,0.0081,0.005,1.762,0.079,-0.001,0.017
