,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0583,0.117,-0.496,0.62,-0.29,0.173
mkt-rf,1.0113,0.028,36.195,0.0,0.956,1.066
FX Factor,0.0021,0.004,0.494,0.622,-0.006,0.011
