,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2331,0.304,-0.766,0.444,-0.833,0.366
mkt-rf,0.9903,0.027,37.127,0.0,0.938,1.043
FX Factor,0.0082,0.011,0.767,0.444,-0.013,0.029
