,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0089,0.069,-0.129,0.898,-0.145,0.128
mkt-rf,1.0013,0.011,90.442,0.0,0.979,1.023
FX Factor,0.0003,0.003,0.12,0.905,-0.005,0.006
