,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0896,0.248,-0.361,0.718,-0.578,0.399
mkt-rf,0.9732,0.022,44.773,0.0,0.93,1.016
FX Factor,0.0027,0.009,0.314,0.754,-0.015,0.02
