,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0268,0.158,0.17,0.866,-0.284,0.338
mkt-rf,1.0186,0.038,27.117,0.0,0.945,1.093
FX Factor,-0.0006,0.006,-0.111,0.912,-0.012,0.011
