,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.5265,0.28,-1.877,0.062,-1.079,0.026
mkt-rf,0.9705,0.025,39.482,0.0,0.922,1.019
FX Factor,0.0184,0.01,1.86,0.064,-0.001,0.038
