,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0316,0.145,-0.219,0.827,-0.317,0.254
mkt-rf,0.9929,0.034,28.834,0.0,0.925,1.061
FX Factor,0.001,0.005,0.189,0.851,-0.01,0.012
