,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1893,0.326,-0.581,0.562,-0.831,0.453
mkt-rf,0.9879,0.029,34.59,0.0,0.932,1.044
FX Factor,0.0066,0.012,0.578,0.564,-0.016,0.029
