,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Turnover ratio,Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Number of general manager changes in the month,Employee turnover rate,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Sales percentage to related parties,equity of stock holdings (Major shareholder),tockholding of Directors and Supervisors,Managers shareholding,Reinvestment to assets ratio,Total social responsibility events,Management Internalization ratio,Directors salary,Internal audit variation in the current month,company age,A,F,G,M
1233,-0.0039840140823518,-0.009561424795122,-0.0092562763077393,-0.0112008160528733,-0.0139587612334149,-0.003677883242161,0.0138765210265865,-0.0067419592628934,0.0035389187283604,0.0210933229971081,-0.001502441625798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,104.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147539,2.11,74.84,-1974,179934,54.17,0,-0.9,77456,186501,2097,7090,273884,2.44,-162394,215,27.36,55.54,583739,2998562,32.36,740979,0.0,8.05,2.42,2.42,1599727,3.64,1.53,2.1,0,4262,247134,322337,-11766,27779,419214,121073,126.94,539180,37.72,2.14,1312952,684428,0.81,-12653,0,0,0,24.75,2,48.84,11.07,0.85,15.42,0,0,0.0,0,22.0,0,1,0,0
1234,-0.0029436586095019,-0.010280542904276,-0.0091683517485972,-0.0094323370362536,-0.013454709832027,-0.007909247846969,0.0037206850983868,-0.0069660314052753,-0.0014205694202172,0.0102093635251385,5.5127355530773525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,24.19,152.0,29.0,2.0,1.0,26.11,402.0,29.0,0.0,0.03,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,3.0,1.0,31.0,73.89,5124.74,0.15,0.0,0.0,0.0,0.0,0.0,1.91,0.0,151446,0.73,91.33,0,1060337,11.59,0,6.68,72237,1095875,5042,5271,5803741,3.85,-200216,4796,5.48,28.59,4973312,13322024,37.99,1526523,17.63,10.13,5.13,5.13,14988016,2.24,3.03,12.09,0,42150,73098,2482948,464944,-129459,13882871,518607,304.79,2761329,22.41,9.96,6964779,8416158,0.68,7095,0,0,0,47.25,0,19.91,12.06,0,36.67,0,20.0,0.0,0,22.0,0,1,0,0
1235,0.0022492503125304,0.0009439074535951,-0.0028752894562934,-0.0022563497953708,-0.0035782194033593,0.0009038703862762,-0.0149344793162766,0.0009273807045418,0.0054094704941775,-0.0104288792083753,0.0028018260780052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,3.33,3559.0,-1.0,0.0,-3.0,3.33,104.0,-4.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-3.0,-4.0,96.67,213910.85,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,2.22,601.47,-10055,17666,48.45,394240,36.48,1471054,6160,0,63371,1566,6.55,-309680,45,0.18,52.95,22981,8472079,0.2,8045,0.01,13.53,1.23,4.68,2118926,6.4,5.2,367.96,0,3,0,448661,17817,173962,915971,10216,621.01,410499,18.4,367.93,48843,2549258,1.37,0,0,0,0,50.86,0,82.09,11.62,0.0,41.5,0,33.33,0.0,0,21.0,0,1,0,0
1236,0.0154783773282014,0.0129103301144413,-0.0338008230366005,-0.0268184829708092,-0.0290340497128699,-0.0300350968749866,0.0034857051696303,0.0132628105861407,0.012261763424024,0.0457825654686409,0.0024738430820909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,29.53,1687.0,-65.0,0.0,-2.0,29.53,108.0,-192.0,0.0,0.21,0.0,0.26,0.0,0.0,0.0,-65.0,70.0,0.0,0.0,-2.0,-196.0,70.37,44591.8,6.23,0.0,0.1,4.15,1850.28,0.0,0.0,0.0,92466,0.76,74.97,0,124619,5.12,420000,-1.46,819957,278625,19175,458572,243863,33.93,-331907,87,17.08,25.66,1086173,2237262,17.81,396234,8.88,6.0,2.42,2.42,3260710,52.2,23.19,30.06,0,14091,19547,475464,-21276,148530,995875,152021,127.38,541238,25.74,27.39,1461131,689454,0.81,-1347,0,0,0,41.62,0,35.73,24.47,0,30.9,0,16.67,7.28,0,20.0,0,1,0,0
1256,0.0111794150862178,0.0268951906153223,0.0245273859860125,0.0145215008156276,0.0081111575529536,0.017980844505712,0.0189083411469074,0.0047690718235438,0.0146387587763022,0.0155662554174976,0.0012454875490697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,6.25,105.0,0.0,0.0,0.0,7.66,34.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.34,26380.23,1.24,0.0,0.0,0.0,0.0,0.0,1.41,0.0,254124,2.14,248.11,0,1303077,14.14,0,13.43,-19108,497290,36340,112425,513618,12.32,-531512,24827,33.91,28.74,2449329,7800581,24.77,526266,27.62,11.79,5.64,5.64,2406177,22.76,10.28,15.54,0,47063,13599,63521,461720,-110676,2174434,293440,331.88,749421,16.61,11.25,3437315,2487168,1.1,50200,0,0,0,3.29,0,7.21,54.2,4.35,2.74,0,0,0.0,0,5.0,0,1,0,0
1301,0.0003194086895953,-0.0166752397511882,-0.0207285436138941,-0.022660936446766,-0.0407529514157165,-0.0589479484899112,-0.0569246479372915,-0.0177726062793553,-0.0359676033535499,-0.0339443028009303,-0.0005923176857572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,49.81,1787.0,777.0,40.0,3.0,53.73,6366.0,1264.0,0.0,0.09,-177.0,0.01,0.0,-177.0,2.0,640.0,154.0,2.0,79.0,3.0,1262.0,46.27,161889.87,0.11,-1.0,0.0,8.62,13951.34,0.0,0.51,3.41,51851901,1.5,142.7,0,19609448,7.69,6492585,14.51,55510879,17835022,628442,-25992457,24058473,4.55,-35904949,257107,56.51,20.57,159323671,551273084,11.37,12151438,14.87,12.31,9.47,9.47,363268042,-0.72,3.29,25.5,0,1534165,614373,62438230,29106163,-12472595,237607996,7051618,173.82,91764923,29.5,21.7,200581272,159505019,1.37,2419637,0,0,0,65.5,16,27.09,14.93,0.0,46.18,0,0,0,0,57.0,0,1,0,0
1303,0.0010616163135084,-0.0142079925350267,-0.0216249325581196,-0.0278987597867423,-0.0558654625693419,-0.0772776657641426,-0.070430550574643,-0.0269050864690913,-0.0483172896638919,-0.0414701744743922,-4.8744219518226384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,41.45,2830.0,732.0,-31.0,3.0,44.18,7931.0,1298.0,4.0,0.1,3976.0,0.01,0.06,213.0,-1.0,914.0,151.0,0.0,-31.0,3.0,2035.0,55.74,188900.8,0.14,12.0,0.08,5.34,10079.16,0.0,1.0,1.72,57175436,1.38,129.01,0,86894663,7.82,32234701,9.6,31763890,53243262,1779738,-2766823,57108432,8.34,-19059346,1053200,39.42,15.72,235490739,530571925,27.47,17096170,17.13,6.46,11.21,11.21,431204534,4.71,5.13,16.15,0,0,292398,134423787,26817684,-31651122,246749665,20863950,172.39,145033046,41.02,13.38,279412580,250021685,1.04,5880269,0,0,0,49.43,6,23.45,18.26,0,29.15,0,16.67,0,0,54.0,0,1,0,0
1304,-0.0419877959539572,-0.1078638451830637,-0.1137373484365924,-0.0970619421455739,-0.1566069496669435,-0.1766480460099851,-0.1455114088121407,-0.1015328034753268,-0.1215738998183685,-0.0904372626205241,0.0018757496635107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.65,42.4,8341.0,1934.0,-118.0,3.0,45.65,1189.0,3342.0,4.0,0.38,5.0,0.28,0.12,1.0,-1.0,1817.0,837.0,0.0,-118.0,3.0,3702.0,54.2,186991.04,2.81,3.0,0.15,10.03,18764.12,4.0,3.23,0.01,7281478,1.01,181.61,-475606,11998427,5.84,6270623,7.83,282238,7354975,311187,1117122,8003721,2.09,-4548144,90566,58.0,15.84,43166321,24429080,29.89,4107245,99.66,8.17,10.71,10.71,47864935,-3.35,1.36,1.32,0,314633,1282511,16297979,4014482,-1818349,12046539,3172473,257.85,12554423,35.96,0.0,51288048,32371679,0.97,718089,0,0,0,36.45,0,22.38,24.42,0.01,23.34,0,0,0.0,0,49.0,0,1,0,0
1305,-0.0307955262438232,-0.0472078789735137,-0.0534862971726782,0.0145107166888097,-0.0155956333667724,-0.0384165725231366,-0.0254933841748443,-0.0609018762994054,-0.0837228154557695,-0.0707996271074772,0.0031394240525471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,32.9,5529.0,617.0,2.0,2.0,33.11,581.0,956.0,0.0,0.44,3.0,0.98,0.0,1.0,1.0,620.0,1425.0,0.0,2.0,2.0,955.0,66.78,126756.75,3.81,3.0,0.11,25.77,32669.27,24.0,0.18,0.03,775478,1.27,126.15,0,1461682,39.17,2221168,-6.45,77750,1421743,0,-2659,2726331,-2.78,586618,5950,25.57,2.95,13714174,11911525,41.62,1327267,0.0,10.88,12.2,12.2,9770365,-4.5,-1.81,-3.07,0,53729,117537,3472779,-910821,-1117590,3489678,1091827,220.98,3032456,39.49,-2.12,14130620,6701039,0.8,-3115,0,0,0,9.4,0,12.06,33.13,0,5.69,0,0,0,0,48.0,0,1,0,0
1307,-0.0154497260658136,-0.0294985159641536,-0.0312756983889865,-0.0352937659158294,-0.0638768822049684,-0.064904868883164,-0.0444820622870405,-0.0440328423549526,-0.0450608290331481,-0.0246380224370246,-0.0007834266790906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,7.05,531.0,1.0,4.0,1.0,9.62,398.0,1.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,5.0,90.38,10491.87,0.53,0.0,0.01,0.19,19.76,1.0,2.56,0.0,907125,0.97,169.28,0,4673779,12.58,2202500,2.07,97946,1856607,56010,746517,2291638,14.71,-313766,10954,22.93,15.03,7122856,8393960,47.93,1086839,19.09,7.14,2.37,2.37,6281456,7.74,7.81,6.67,0,232417,3313,3365208,173205,-128318,4432593,682282,245.02,3956568,45.83,5.4,8382900,9694370,0.89,519408,0,0,0,2.11,17,56.01,9.47,0.0,1.15,0,0,0.0,0,36.0,1,0,0,0
1308,-0.0449398921397221,-0.0916036512582724,-0.1208268674528301,-0.102347824596312,-0.1475933380567214,-0.1570395442002087,-0.1352059409810961,-0.0901854056001315,-0.0996316117436188,-0.0777980085245062,0.0036072417096121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,46.58,5126.0,1387.0,0.0,3.0,46.58,594.0,1917.0,5.0,0.71,0.0,0.23,0.19,0.0,0.0,1387.0,334.0,0.0,0.0,3.0,1918.0,53.17,133967.5,3.45,0.0,0.25,6.52,8729.06,15.0,0.0,0.0,2550117,1.21,222.13,0,830482,6.38,1000077,30.04,918531,1086909,0,-959714,638839,1.27,-2662187,7524,235.32,33.02,4897247,16832614,12.45,218176,20.39,7.78,10.58,10.58,12906519,-16.86,1.06,19.68,0,4754,19266,1192306,2196043,157843,6975260,206642,298.62,1083666,14.1,15.67,7311466,3236015,0.59,20773,0,0,0,66.7,16,9.87,38.36,0,57.3,0,0,0,0,35.0,0,1,0,0
1309,-0.0325657601451016,-0.0510245692134632,-0.0615779377368818,-0.0342904468071096,-0.0781214142625774,-0.0962024035093247,-0.0587981598844073,-0.0763967276005695,-0.0944777168473167,-0.0570734732223993,0.0004115167094302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,21.9,3315.0,-109.0,0.0,-2.0,22.29,398.0,-169.0,0.0,0.26,1.0,1.15,0.0,1.0,0.0,-108.0,1089.0,0.0,0.0,-2.0,-168.0,77.58,72963.15,3.5,1.0,0.13,32.85,23968.89,72.0,0.31,0.08,776945,1.19,301.62,0,2673997,7.2,450000,1.94,214821,1965997,2733,-134482,1336103,4.3,-710435,30488,47.09,10.68,12718118,8567978,45.71,1245385,25.04,8.56,8.84,11.05,3178912,-7.28,3.12,4.26,0,11398,34918,891731,275917,-38171,3032954,864677,399.23,1650054,26.03,3.19,14239420,6587507,0.91,47375,0,0,0,14.53,0,2.36,39.37,0,10.75,0,0,0,0,35.0,0,1,0,0
1310,-0.0309328385859312,-0.0469838670745025,-0.059352065776449,-0.0456439304326524,-0.0820371882923653,-0.0934856271342399,-0.08152844479776,-0.0673260964456441,-0.0787745352875186,-0.0668173529510387,0.0007139342399749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,25.7,3403.0,171.0,3.0,1.0,26.41,528.0,171.0,1.0,0.11,-1.0,0.19,0.17,-1.0,1.0,173.0,247.0,0.0,3.0,1.0,173.0,73.4,46399.56,2.58,-1.0,0.19,7.26,3367.82,2.0,0.63,0.09,49679,1.03,135.68,0,571344,0.0,62575,-3.36,-110872,880483,6491,-155666,385505,-4.81,71482,3919,3.98,-1.86,10591873,6941477,18.16,156254,0.0,15.42,1.14,1.14,6213269,-8.09,-3.87,-1.94,0,1878,11303,314760,-349604,189327,1479469,602521,186.08,1246734,18.3,-1.82,10398523,2319899,1.08,7732,0,0,0,32.65,0,21.32,4.54,0.01,26.68,0,0,0.0,0,34.0,0,0,0,1
1312,-0.0197169711544262,-0.0478909276107516,-0.05712832527108,-0.0656536391192467,-0.0857237540409844,-0.1018539603479293,-0.0471742026447326,-0.0397870860761639,-0.0559172923831088,-0.0012375346799121,0.0023926179832532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,34.14,31934.0,722.0,12.0,12.0,34.77,907.0,5977.0,0.0,0.19,0.0,0.49,0.0,0.0,2.0,734.0,1109.0,191.0,58.0,12.0,6408.0,65.13,622770.48,14.09,0.0,0.09,3.47,21627.5,12.0,0.63,0.0,693235,0.47,182.47,-49858,6664827,11.63,14065928,-2.73,-135427,2102358,1068175,-267632,2115218,-1.01,11071698,103405,14.1,5.61,13437147,15865850,11.44,1187592,0.0,8.33,11.43,11.43,43100766,38.85,-0.7,2.24,0,26666,3558879,19022438,-388825,-12497686,24210468,1107041,359.81,4917960,39.38,-0.82,14235914,17695485,2.5,359385,0,0,0,43.68,0,14.33,5.38,0,26.48,0,0,0.0,0,33.0,0,1,0,0
1313,-0.0351400611667421,-0.0288366501312834,-0.0208148737819875,0.0565375432649348,0.0205296762763267,0.0105897355263698,0.0293044563134986,-0.0711479281553502,-0.0810878689053071,-0.0623731481181783,0.0005604655129497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,22.72,8398.0,466.0,1.0,1.0,23.05,1351.0,466.0,1.0,0.28,0.0,0.32,0.04,0.0,1.0,467.0,1091.0,0.0,1.0,1.0,467.0,76.8,109974.33,2.49,0.0,0.15,12.99,14286.97,0.0,0.33,0.0,336180,0.62,120.36,-438941,3718006,0.0,6490000,-3.36,6495591,3384135,8136,-1064354,8558218,-6.66,-664569,18896,4.88,0.32,56102852,16595835,44.62,2070377,0.0,18.03,7.9,7.9,30553186,-7.8,-3.64,-2.18,0,0,21518,16231615,-1892329,-1030833,5774884,1541860,280.78,6883588,46.34,-1.46,56280900,19327765,1.08,733025,0,0,0,39.88,0,15.18,32.0,0.38,21.4,0,20.0,0,0,32.0,0,1,0,0
1314,-0.0107813837674421,-0.0433327671248498,-0.057038681723572,-0.0657005720358104,-0.0922312892038151,-0.104294879624436,-0.0797436761009924,-0.0373121009354467,-0.0493756913560676,-0.0248244878326239,0.0021931512195312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,39.85,98631.0,1213.0,88.0,3.0,41.5,3785.0,3652.0,3.0,0.17,14.0,0.06,0.05,2.0,3.0,1303.0,543.0,0.0,742.0,3.0,4408.0,58.41,990186.2,10.42,3.0,0.08,0.55,5451.34,0.0,1.62,0.03,-8669312,0.45,51.55,0,9115545,0.0,15399432,-10.89,-648871,2439926,188128,490581,48023280,1.63,6208178,155492,-37.16,-2.03,21573479,35993924,62.78,1872768,1.07,8.94,4.21,4.21,75316985,15.83,0.96,3.94,6426161,288215,258199,35977177,-2302410,3334054,41459215,1257013,275.91,23327358,42.46,3.89,21143837,64362829,1.67,592503,0,0,0,58.18,8,8.89,6.91,0.02,33.48,0,5.26,0.0,0,30.0,1,0,0,0
1315,0.0056607731645741,-0.014092449856771,-0.0102741084816132,-0.0159484636886351,-0.0248951519838075,-0.0225569935403443,-0.0087457012147484,-0.0032859151305983,-0.000947756687135,0.0128635356384608,-0.0002983026652602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,38.46,233.0,-10.0,1.0,-11.0,42.31,99.0,-119.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,-9.0,0.0,0.0,1.0,-11.0,-122.0,57.65,15936.45,0.94,0.0,0.04,0.0,0.0,0.0,3.85,0.0,489899,0.64,932.89,-83230,1915690,8.58,0,5.83,1525283,470083,0,-1388851,736603,-6.28,-532687,16082,72.86,18.32,1677745,6639633,11.6,256500,8.83,6.14,7.91,7.91,3467717,-13.52,-5.73,37.35,0,0,8378,240582,119832,442669,7739894,228723,1167.22,672386,8.07,34.05,2054077,7848204,0.79,6114,0,0,0,13.74,5,31.35,17.13,0.01,12.63,0,40.0,0.0,0,29.0,0,1,0,0
1316,-0.0302189800022787,-0.0654617240251363,-0.083967705312372,-0.0753085844674084,-0.1160082651801478,-0.1122165649960538,-0.0757742355802618,-0.0709186607150181,-0.0671269605309241,-0.0306846311151321,0.000158013053217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.89,24316.0,209.0,1.0,4.0,16.92,240.0,1097.0,0.0,0.59,0.0,0.23,0.0,0.0,1.0,210.0,137.0,0.0,1.0,4.0,1070.0,82.82,362935.75,40.55,0.0,0.25,0.56,2044.83,29.0,0.04,0.0,-524591,1.16,24.79,-101333,747612,60.97,78014,9.22,634,196321,64396,-4200,6990970,1.38,422274,6400,-10.33,25.39,1459215,3011385,134.79,316323,9.37,13.34,0.0,0.0,2574488,9.36,0.67,4.43,0,11428,14909,1190920,180309,28794,159668,745320,177.77,5077379,54.03,4.01,1955847,9026059,1.56,785,0,0,0,11.96,0,22.31,9.14,0.64,5.5,0,0.0,0,0,29.0,0,1,0,0
1319,-0.0439851823200524,-0.0650405623048245,-0.0565588951252893,-0.0942419022626813,-0.0675523978359934,-0.0307725444157787,-0.0123026059726889,-0.0172956778933645,0.0194841755268502,0.03795411396994,-0.0049624113401147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,24.78,11391.0,4102.0,530.0,4.0,28.85,591.0,11527.0,38.0,4.53,50.0,3.06,0.19,50.0,2.0,4682.0,4520.0,0.0,568.0,2.0,5232.0,70.83,579021.62,7.7,1.0,0.32,39.68,229758.38,0.0,3.94,0.13,4159931,1.23,91.63,0,1864363,14.06,2386421,8.14,-156153,4306254,1104956,328750,2988084,8.81,-3486847,9434,59.42,22.61,12358940,28568339,30.67,2311953,22.48,5.39,1.76,1.76,24052722,-0.64,5.95,13.74,0,371850,11976,3018389,1299185,-327754,13350799,2920606,139.3,7000325,29.64,10.65,15970078,9751651,1.38,65523,0,0,0,12.37,2,21.67,18.4,0.02,8.7,0,25.0,0,0,27.0,0,1,0,0
1321,0.0093702307713323,0.0027312927164409,-0.080685540645934,-0.0954102172564512,-0.1091472882768976,-0.1074955926923524,-0.0826430718572201,-0.004366840249114,-0.0027151446645688,0.0221373761705634,0.0018715017722221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,6.9,2164.0,29.0,2.0,2.0,7.15,227.0,43.0,0.0,0.23,0.0,0.02,0.0,0.0,1.0,31.0,14.0,0.0,2.0,2.0,45.0,92.74,77577.02,3.81,0.0,0.11,0.65,501.88,0.0,0.25,0.0,343819,1.32,130.6,-36189,477266,34.17,3057374,-2.4,234672,755825,0,-538079,621354,-7.34,-168345,3417,27.79,6.29,4861352,7952980,22.92,450792,5.61,9.18,2.0,2.0,9727486,-5.24,-3.71,1.52,0,11390,118111,4760319,-124336,-126202,3518985,658319,184.17,1237415,49.95,1.44,5187808,2278914,1.06,13738,0,0,0,101.54,0,23.15,5.89,0.04,50.81,0,25.0,0.0,1,22.0,0,1,0,0
1323,-0.0034397430406282,-0.0132803422997446,-0.0166694733987294,-0.0188951879307848,-0.0238057694682822,0.0034984297790688,0.0113287779991,-0.0083503245781255,0.0189538746692255,0.0267842228892567,0.0013173570768361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,6.9,1170.0,8.0,0.0,3.0,6.9,91.0,58.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,8.0,0.0,27.0,0.0,14.0,154.0,92.87,40063.14,5.13,0.0,0.23,0.0,0.0,0.0,0.0,0.0,400533,1.26,328.84,-2813,1075645,7.8,1840072,9.02,-61347,870850,28858,81357,695640,10.52,-279063,8711,64.43,22.17,2220857,3012042,55.21,375111,24.16,4.21,4.85,4.85,2880932,1.05,5.14,9.76,0,41125,1631,2206183,257420,-219915,1473989,167956,447.88,621639,49.92,7.4,2853388,2784215,0.83,76122,0,0,0,0.0,0,25.48,13.1,0.09,0.0,0,16.67,2.13,0,21.0,0,1,0,0
