,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0498,0.074,-0.676,0.5,-0.195,0.095
mkt-rf,0.9952,0.018,56.806,0.0,0.961,1.03
FX Factor,0.0016,0.003,0.584,0.56,-0.004,0.007
