,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1097,0.083,1.317,0.189,-0.054,0.274
mkt-rf,0.9644,0.02,48.681,0.0,0.925,1.003
FX Factor,-0.0043,0.003,-1.394,0.165,-0.01,0.002
