,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0932,0.187,-0.499,0.618,-0.461,0.275
mkt-rf,1.0162,0.044,22.873,0.0,0.929,1.104
FX Factor,0.0035,0.007,0.505,0.614,-0.01,0.017
