,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0221,0.044,-0.502,0.616,-0.109,0.065
mkt-rf,0.989,0.007,137.372,0.0,0.975,1.003
FX Factor,0.0004,0.001,0.307,0.759,-0.002,0.003
