,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0219,0.057,-0.385,0.701,-0.134,0.09
mkt-rf,1.0053,0.009,110.602,0.0,0.987,1.023
FX Factor,0.001,0.002,0.434,0.665,-0.003,0.005
