,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0515,0.047,-1.092,0.276,-0.144,0.041
mkt-rf,1.007,0.008,133.545,0.0,0.992,1.022
FX Factor,0.002,0.002,1.079,0.282,-0.002,0.006
