,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0246,0.058,-0.422,0.673,-0.139,0.09
mkt-rf,1.004,0.014,72.558,0.0,0.977,1.031
FX Factor,0.0008,0.002,0.389,0.698,-0.003,0.005
