,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1594,0.347,0.459,0.646,-0.525,0.843
mkt-rf,1.0369,0.03,34.077,0.0,0.977,1.097
FX Factor,-0.0051,0.012,-0.415,0.679,-0.029,0.019
