,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1223,0.146,0.838,0.403,-0.165,0.41
mkt-rf,1.008,0.035,29.024,0.0,0.94,1.076
FX Factor,-0.004,0.005,-0.745,0.457,-0.015,0.007
