,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0619,0.058,-1.061,0.29,-0.177,0.053
mkt-rf,1.0084,0.009,108.098,0.0,0.99,1.027
FX Factor,0.0024,0.002,1.036,0.301,-0.002,0.007
