,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0797,0.066,-1.2,0.231,-0.211,0.051
mkt-rf,1.0135,0.011,95.458,0.0,0.993,1.034
FX Factor,0.0032,0.003,1.219,0.224,-0.002,0.008
