,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0233,0.139,-0.168,0.867,-0.297,0.25
mkt-rf,1.0015,0.033,30.327,0.0,0.936,1.067
FX Factor,0.0008,0.005,0.157,0.875,-0.009,0.011
