,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0584,0.052,-1.122,0.263,-0.161,0.044
mkt-rf,0.996,0.009,117.154,0.0,0.979,1.013
FX Factor,0.0018,0.002,1.052,0.294,-0.002,0.005
